Source,Target,Type,Weight
Peralta,Lau,Undirected,5
Biggs,Cummins,Undirected,39
Franks,Hagan,Undirected,12
Spangler,Delaney,Undirected,99
Egan,Stratton,Undirected,56
Sierra,Otto,Undirected,30
Cano,Crouch,Undirected,15
Marcus,Mcgowan,Undirected,14
Meeks,Nava,Undirected,16
Ritchie,Peoples,Undirected,53
Levine,Varner,Undirected,9
Billings,Hatch,Undirected,21
Mccann,Hoang,Undirected,6
Joyce,Laird,Undirected,20
Judd,Cash,Undirected,5
Otto,Beach,Undirected,5
Archer,Miner,Undirected,8
Cates,Bragg,Undirected,12
Stratton,Hatcher,Undirected,9
Wooten,Cano,Undirected,23
Dotson,Cramer,Undirected,24
Proctor,Downs,Undirected,21
Meeks,Kiser,Undirected,31
Conklin,Biggs,Undirected,18
Cordero,Kuhn,Undirected,16
Sheffield,Gifford,Undirected,46
Kowalski,Locke,Undirected,8
Delarosa,Land,Undirected,15
Beaver,Ferreira,Undirected,25
Ferris,Voss,Undirected,88
Mooney,Akers,Undirected,20
Gibbons,Sumner,Undirected,45
Lowry,Kruse,Undirected,37
Stanford,Dickens,Undirected,19
Putnam,Ogden,Undirected,84
Billings,Dale,Undirected,17
Trejo,Alonso,Undirected,12
Bloom,Kidd,Undirected,9
Doss,Kowalski,Undirected,11
Levine,Cherry,Undirected,73
Baird,Hatcher,Undirected,5
Hollis,Hadley,Undirected,10
Segura,Beltran,Undirected,17
Portillo,Foreman,Undirected,12
Downing,Knowles,Undirected,8
Castellanos,Stanton,Undirected,10
Steiner,Dick,Undirected,17
Gunter,Wilhelm,Undirected,5
Dotson,Blount,Undirected,27
Queen,Clifford,Undirected,5
Holbrook,Shoemaker,Undirected,7
Godfrey,Hurt,Undirected,14
Milligan,Mcallister,Undirected,23
Mcgraw,Barajas,Undirected,56
Paredes,Hadley,Undirected,10
Toney,Bergman,Undirected,52
Dickens,Boyce,Undirected,20
Rouse,Akers,Undirected,6
Winn,Sharpe,Undirected,26
Coulter,Quiroz,Undirected,21
Dejesus,Roche,Undirected,5
Joyce,Gunter,Undirected,16
Gary,Jarrett,Undirected,30
Osorio,Finn,Undirected,80
Bergman,Hanley,Undirected,9
Driscoll,Christian,Undirected,45
Mcdowell,Pina,Undirected,7
Tipton,Bonner,Undirected,47
Hagen,Villegas,Undirected,8
Lujan,Braun,Undirected,19
Hatcher,Quiroz,Undirected,48
Magee,Stern,Undirected,41
Voss,Grady,Undirected,13
Bergman,Wilhelm,Undirected,7
Latham,Winston,Undirected,10
Fitch,Nava,Undirected,58
Bermudez,Dickens,Undirected,23
North,Kincaid,Undirected,54
Courtney,Hutchison,Undirected,64
Thorne,Pritchard,Undirected,127
Hanley,Shirley,Undirected,16
Spence,Coulter,Undirected,37
Latham,Andersen,Undirected,25
Magee,Timmons,Undirected,43
Dickens,Elder,Undirected,33
Amos,Cope,Undirected,16
Gillis,Proctor,Undirected,8
Messer,Hay,Undirected,16
Sewell,Montalvo,Undirected,13
Cheng,Juarez,Undirected,27
Triplett,Connell,Undirected,15
Hagen,Staley,Undirected,5
Kuhn,Yee,Undirected,18
Deal,Rucker,Undirected,9
Kuhn,Beach,Undirected,13
Kimball,Whalen,Undirected,24
Hurd,Hagan,Undirected,17
Darby,Kiser,Undirected,59
Horner,Alfaro,Undirected,12
Anaya,Levin,Undirected,28
Battle,Thacker,Undirected,17
Raines,Sadler,Undirected,11
Reece,Hagen,Undirected,20
Levine,Barnhart,Undirected,12
Bloom,Gary,Undirected,27
Cope,Gunn,Undirected,23
Cherry,Gunter,Undirected,9
Steiner,Downing,Undirected,44
Manuel,Carney,Undirected,42
Downing,Beyer,Undirected,15
Jamison,Coker,Undirected,5
Goff,Peralta,Undirected,12
Beyer,Simons,Undirected,64
Kruse,Hinkle,Undirected,10
Vang,Talley,Undirected,22
Eldridge,Harden,Undirected,5
Jacobsen,Mcgrath,Undirected,47
Meeks,Fontenot,Undirected,17
Sadler,Jarrett,Undirected,25
Winston,Osorio,Undirected,8
Duong,Crum,Undirected,19
Workman,Hadley,Undirected,7
Leslie,Gallo,Undirected,15
Holbrook,Kowalski,Undirected,11
Ziegler,Hollis,Undirected,32
Varela,Levine,Undirected,20
Lackey,Pack,Undirected,9
Burt,Mooney,Undirected,17
Beltran,Norton,Undirected,10
Ferris,Butts,Undirected,35
Camp,Fontenot,Undirected,55
Samuels,Burks,Undirected,23
Bateman,Muniz,Undirected,11
Huerta,Mead,Undirected,22
Hargrove,Bragg,Undirected,12
Dick,Posey,Undirected,8
Ricks,Flanagan,Undirected,33
Morin,Ferris,Undirected,98
Elmore,Bergman,Undirected,11
Rosenberg,Talley,Undirected,48
Bui,Poe,Undirected,18
Curran,Guthrie,Undirected,23
Corley,Cantrell,Undirected,5
Devine,Koehler,Undirected,5
Duong,Fontenot,Undirected,14
Gifford,Keys,Undirected,18
Hargrove,Crum,Undirected,53
Nava,Epps,Undirected,21
Voss,Purcell,Undirected,28
Head,Bauer,Undirected,85
Finch,Camp,Undirected,6
Stern,Wynn,Undirected,17
Ziegler,Covington,Undirected,132
Biggs,Langston,Undirected,40
Gagnon,Gamble,Undirected,98
Bateman,Regan,Undirected,5
Langston,Murdock,Undirected,11
Devine,Levine,Undirected,42
Renteria,Kimball,Undirected,22
Adair,Kay,Undirected,14
Crouch,Gomes,Undirected,32
Beal,Gifford,Undirected,30
Bergman,Laird,Undirected,17
Montano,Vinson,Undirected,21
Ybarra,Hendrix,Undirected,14
Engel,Mccollum,Undirected,15
Jacob,Cope,Undirected,35
Shapiro,Gallo,Undirected,21
Stanton,Crockett,Undirected,51
Hurtado,Mooney,Undirected,77
Steiner,Gary,Undirected,16
Ocampo,Hutchins,Undirected,5
Crum,Kowalski,Undirected,9
Crum,Dewitt,Undirected,9
Cote,Blanton,Undirected,16
Wilhelm,Farris,Undirected,10
Waite,Daly,Undirected,5
Chaney,Coulter,Undirected,55
Cano,England,Undirected,18
Tipton,Snider,Undirected,9
Biggs,Hutchison,Undirected,20
Lu,Dukes,Undirected,87
Tackett,Adair,Undirected,24
Joyce,Foreman,Undirected,28
Carranza,Childers,Undirected,11
Sheldon,Whitfield,Undirected,33
Aragon,Hyde,Undirected,19
Galindo,Adair,Undirected,91
Teague,Whaley,Undirected,21
Wiseman,Thomason,Undirected,10
Hinojosa,Nava,Undirected,7
Posey,Prater,Undirected,17
Britton,Tomlinson,Undirected,47
Shirley,Hand,Undirected,12
Morin,Bermudez,Undirected,28
Hutchins,Braun,Undirected,10
Helton,Levin,Undirected,7
Urban,Otto,Undirected,11
Dill,Robison,Undirected,17
Mcneil,Mckinley,Undirected,12
Baird,Hinojosa,Undirected,38
Dunbar,Gunn,Undirected,15
Oleary,Holman,Undirected,15
Wilder,Cowan,Undirected,15
Locklear,Minor,Undirected,46
Elder,Meeks,Undirected,35
Workman,Bolton,Undirected,16
Schaffer,Bruno,Undirected,18
Polk,Kowalski,Undirected,30
Egan,Sinclair,Undirected,23
Akers,Kincaid,Undirected,47
Whitley,Phan,Undirected,18
Winston,Palacios,Undirected,28
Gipson,Harden,Undirected,8
Renteria,Hadley,Undirected,32
Gifford,Burrell,Undirected,14
Crum,Branch,Undirected,41
Whalen,Jarrett,Undirected,14
Babcock,Amaya,Undirected,90
Dahl,Cates,Undirected,6
Pagan,Guthrie,Undirected,19
Noel,Dukes,Undirected,19
Whaley,Hutton,Undirected,11
Person,Chu,Undirected,8
Lanier,Cabral,Undirected,7
Leslie,Byers,Undirected,66
Coyle,Nava,Undirected,37
Law,Baca,Undirected,8
Willard,Michel,Undirected,19
Dotson,Whalen,Undirected,17
Mcdonough,Doty,Undirected,11
Uribe,Spangler,Undirected,47
Burks,Whitley,Undirected,21
Gamble,Cummins,Undirected,52
Holder,Roe,Undirected,74
Foreman,Barnhart,Undirected,79
Head,Pina,Undirected,15
Levine,Wooten,Undirected,5
Renteria,Steiner,Undirected,34
Tackett,Purcell,Undirected,5
Burrell,Miner,Undirected,9
Overton,Carrasco,Undirected,12
Galindo,Bateman,Undirected,29
Kilgore,Riggs,Undirected,47
Rizzo,Sykes,Undirected,18
Stern,Dill,Undirected,25
Penn,Whitley,Undirected,5
Varela,Teague,Undirected,37
Siegel,Cortez,Undirected,44
Mcelroy,Connell,Undirected,89
Boyce,Prater,Undirected,24
Workman,Pritchard,Undirected,16
Haines,Berman,Undirected,8
Coates,Garland,Undirected,29
Swartz,Tillman,Undirected,8
Osorio,Teague,Undirected,17
Ly,Bryson,Undirected,60
Street,Cramer,Undirected,18
Haines,Coulter,Undirected,13
Rudolph,Hathaway,Undirected,22
Carlisle,Sheldon,Undirected,48
Merrill,Ring,Undirected,6
Yanez,Devine,Undirected,16
Holliday,Uribe,Undirected,21
Connors,Whitfield,Undirected,21
Dotson,Franks,Undirected,12
Woodruff,Dukes,Undirected,43
Jacob,Sweet,Undirected,32
Dewitt,Bonner,Undirected,70
Flanagan,Andersen,Undirected,65
Hanley,Brand,Undirected,6
Grace,Raines,Undirected,18
Portillo,Hurtado,Undirected,45
Quiroz,Stanford,Undirected,5
Cahill,Roe,Undirected,5
Tackett,Saldana,Undirected,89
Nava,Dick,Undirected,68
Aldridge,Caballero,Undirected,112
Biggs,Saucedo,Undirected,15
Stubbs,Healy,Undirected,77
North,Post,Undirected,24
Rosa,Eddy,Undirected,18
Ocampo,Gamble,Undirected,43
Burt,Hatcher,Undirected,45
Tipton,Coulter,Undirected,69
Leal,Caballero,Undirected,56
Roche,Dietz,Undirected,32
Ring,Stratton,Undirected,52
Saldana,Crum,Undirected,94
Thorne,Winston,Undirected,74
Metzger,Leal,Undirected,18
Krause,Lay,Undirected,27
Benavides,Corona,Undirected,18
Winter,Mckenna,Undirected,109
Clemons,Guthrie,Undirected,25
Magee,Singer,Undirected,46
Burt,Aldridge,Undirected,10
Voss,Bolton,Undirected,8
Bateman,Sheridan,Undirected,6
Butts,Finn,Undirected,110
Holbrook,Metz,Undirected,22
Stapleton,Locklear,Undirected,6
Kiser,Cooley,Undirected,12
Novak,Cantrell,Undirected,8
Tripp,Truong,Undirected,50
Norton,Bauer,Undirected,5
Stanford,Lujan,Undirected,53
Sheldon,Hollis,Undirected,12
Wooten,Cramer,Undirected,6
Ziegler,Truong,Undirected,15
Tackett,Uribe,Undirected,27
Schmitt,Hendrickson,Undirected,31
Meeks,Costello,Undirected,38
Goodrich,Bowles,Undirected,19
Cabral,Werner,Undirected,10
Friend,Crenshaw,Undirected,75
Hastings,Stacy,Undirected,28
Proctor,Connell,Undirected,90
Rosenberg,Deal,Undirected,8
Newsome,Mackey,Undirected,12
Bergman,Reece,Undirected,25
Davison,Kimball,Undirected,8
Hoskins,Ricks,Undirected,19
Woody,Serna,Undirected,28
Oleary,Gallardo,Undirected,35
Gomes,Branch,Undirected,93
Rouse,Workman,Undirected,19
Delarosa,Blackmon,Undirected,5
Hand,Duong,Undirected,15
Whitley,Hannah,Undirected,75
Swartz,Pryor,Undirected,19
Vinson,Dunham,Undirected,5
Whitley,Bowles,Undirected,84
Cote,Benoit,Undirected,34
Foreman,Camp,Undirected,12
Cortez,Sizemore,Undirected,48
Vickers,Ratliff,Undirected,24
Slater,Gates,Undirected,33
Schafer,Tan,Undirected,20
Paredes,Thurman,Undirected,38
Smiley,Piper,Undirected,46
Madden,Smallwood,Undirected,78
Woody,Clemons,Undirected,9
Gilliam,Drew,Undirected,6
Boyce,Couch,Undirected,16
Carmichael,Dickinson,Undirected,36
Stapleton,Hollis,Undirected,51
Pike,Stroud,Undirected,9
Schulz,Neff,Undirected,8
Grace,Metzger,Undirected,5
Stapleton,Epps,Undirected,32
Pinto,Judd,Undirected,11
Pritchett,Bowling,Undirected,12
Person,Voss,Undirected,25
Zimmer,Rizzo,Undirected,34
Guthrie,Noel,Undirected,6
Grady,Diamond,Undirected,48
Mooney,Clifford,Undirected,10
Pritchett,Devine,Undirected,49
Cooke,Reece,Undirected,14
Aviles,Quiroz,Undirected,12
Bustamante,Dempsey,Undirected,5
Bergman,Dahl,Undirected,10
Oleary,Coffman,Undirected,54
Cano,Renteria,Undirected,167
Bray,Queen,Undirected,33
Brennan,Rock,Undirected,110
Lange,Byers,Undirected,10
Bingham,Hopper,Undirected,14
Timmons,Chappell,Undirected,62
Langley,Ahmed,Undirected,28
Sprague,Arthur,Undirected,20
Caballero,Bingham,Undirected,116
Rico,Metzger,Undirected,49
Benitez,Childs,Undirected,30
Connell,Crow,Undirected,92
Kirkpatrick,Wynn,Undirected,34
Clarke,Roche,Undirected,54
Denny,Teague,Undirected,47
Kilgore,Haines,Undirected,18
Cowan,Guthrie,Undirected,34
Koehler,Varela,Undirected,7
Cramer,Gomes,Undirected,56
Arredondo,Proctor,Undirected,41
Snider,Dick,Undirected,30
Dempsey,Kidd,Undirected,6
Keenan,Kinney,Undirected,20
Angel,Plummer,Undirected,14
Milligan,Kuhn,Undirected,6
Mackey,Stahl,Undirected,29
Spivey,Aldridge,Undirected,67
Nicholas,Cowan,Undirected,98
Bloom,Hutchins,Undirected,8
Mccray,Haney,Undirected,7
Wooten,Ferris,Undirected,9
Hartley,Engel,Undirected,6
Langston,Winston,Undirected,62
Hinojosa,Andersen,Undirected,14
Wolff,Barlow,Undirected,15
Salgado,Mcdowell,Undirected,7
Story,Daly,Undirected,12
Spence,Tovar,Undirected,27
Burt,Bateman,Undirected,13
Flanagan,Foreman,Undirected,76
Sumner,Ma,Undirected,9
Crum,Ahmed,Undirected,75
Dickens,Newsome,Undirected,25
Mcdowell,Sizemore,Undirected,48
Kurtz,Hatch,Undirected,88
Darby,Wooten,Undirected,17
Dwyer,Hurtado,Undirected,17
Vickers,Bergeron,Undirected,32
Aquino,Epps,Undirected,106
Hinojosa,Spicer,Undirected,50
Sadler,Leslie,Undirected,54
Rudolph,Esposito,Undirected,6
Romo,Elkins,Undirected,13
Hightower,Silver,Undirected,8
Holbrook,Hendrickson,Undirected,48
Helton,Rizzo,Undirected,8
Serna,Beatty,Undirected,35
Dickens,Stapleton,Undirected,9
Sutherland,Hutton,Undirected,39
Lange,Gunn,Undirected,16
Crow,Babcock,Undirected,12
Clemons,Mcmanus,Undirected,9
Conklin,Mccauley,Undirected,47
Corley,Hannah,Undirected,7
Magana,Ly,Undirected,13
Portillo,Herndon,Undirected,86
Couch,North,Undirected,7
Kyle,Thurman,Undirected,29
Cordova,Hickey,Undirected,59
Cabral,Landers,Undirected,29
Hastings,Gallo,Undirected,26
Posey,Varela,Undirected,32
Keenan,Downs,Undirected,9
Herbert,Bowles,Undirected,5
Benoit,Mcghee,Undirected,13
Corona,Coker,Undirected,7
Swain,Chu,Undirected,24
Mckenna,Ng,Undirected,17
Barnhart,Buckner,Undirected,43
Alonso,Hadley,Undirected,6
Donnelly,Mobley,Undirected,26
Regan,Coyle,Undirected,65
Spangler,Rouse,Undirected,24
Wooten,Prater,Undirected,20
Davison,Bateman,Undirected,5
Whaley,Lujan,Undirected,38
Montalvo,Sewell,Undirected,44
Albright,Amaya,Undirected,5
Reece,Gallo,Undirected,5
Kern,Montano,Undirected,12
Andersen,Bustamante,Undirected,39
Varela,Hutchison,Undirected,12
Mcgill,Forrest,Undirected,20
Hopper,Sadler,Undirected,7
Crum,Steward,Undirected,11
Grace,Bateman,Undirected,16
Mcneil,Silver,Undirected,18
Saldana,Hadley,Undirected,8
Dickens,Burt,Undirected,24
Mayfield,Draper,Undirected,15
Coulter,Morin,Undirected,55
Michel,Duong,Undirected,63
Kowalski,Leal,Undirected,11
Thomason,Ervin,Undirected,15
Kraus,Paige,Undirected,8
Butts,Caballero,Undirected,47
Meeks,Hinojosa,Undirected,21
Bonner,Portillo,Undirected,69
Daly,Dickens,Undirected,33
Felix,Root,Undirected,56
Norwood,Prater,Undirected,8
North,Hagan,Undirected,15
Baird,Crabtree,Undirected,6
Peacock,Bunch,Undirected,7
Schmitt,Hurtado,Undirected,39
Burt,Kraus,Undirected,28
Felix,Engel,Undirected,12
Mcneil,Thurman,Undirected,24
Doss,Aldridge,Undirected,5
Fitch,Flanagan,Undirected,39
Ogden,Ramey,Undirected,10
Lord,Bloom,Undirected,29
Kurtz,Beatty,Undirected,25
Ritchie,Christopher,Undirected,6
Duong,Muniz,Undirected,24
Flanagan,Hutchins,Undirected,10
Sweet,Varela,Undirected,30
Dickerson,Page,Undirected,10
Spence,Koehler,Undirected,11
Heller,Brennan,Undirected,5
Jorgensen,Mcgraw,Undirected,20
Dickens,Murdock,Undirected,7
Hand,Shirley,Undirected,15
Riggs,Dahl,Undirected,63
Page,Pina,Undirected,31
Gunter,Bateman,Undirected,8
Jarrett,Varela,Undirected,23
Portillo,Merrill,Undirected,15
Purcell,Cooke,Undirected,15
Gay,Saldana,Undirected,13
Garland,Steiner,Undirected,13
Kang,Lu,Undirected,28
Akers,Hutchison,Undirected,13
Shirley,Couch,Undirected,24
Nicholas,Christie,Undirected,18
Mcneil,Steiner,Undirected,84
Knowles,Steiner,Undirected,12
Hagan,Bonner,Undirected,19
Gallo,Langston,Undirected,16
Landis,Holbrook,Undirected,28
Richard,Thomason,Undirected,140
Rosa,Leyva,Undirected,15
Reece,Downing,Undirected,13
Grace,Brand,Undirected,5
Coulter,Kilgore,Undirected,55
Brand,Guidry,Undirected,42
Prater,Mccauley,Undirected,54
Stover,Pritchett,Undirected,28
Crum,Dick,Undirected,12
Kilgore,Stapleton,Undirected,23
Costello,Winston,Undirected,21
Hatcher,Bragg,Undirected,38
Yeager,Mccray,Undirected,7
Bauer,Wills,Undirected,6
Friend,Hendrix,Undirected,7
Ring,Dewitt,Undirected,28
Archer,Kang,Undirected,13
Carranza,Roche,Undirected,14
Sinclair,Morin,Undirected,26
Minor,Stanton,Undirected,57
Dwyer,Riggs,Undirected,7
Aldridge,Devine,Undirected,71
Land,Zapata,Undirected,12
Witt,Jacobsen,Undirected,14
Donnelly,Driscoll,Undirected,13
Winn,Donnelly,Undirected,32
Saenz,Brand,Undirected,53
Guy,Fontenot,Undirected,26
Haines,Manley,Undirected,61
Holbrook,Gallo,Undirected,8
Kendrick,Samuels,Undirected,81
Mooney,Kimball,Undirected,80
Swift,Meade,Undirected,11
Hargrove,Kearney,Undirected,37
Merrill,Cooke,Undirected,11
Ornelas,Ledford,Undirected,65
Pritchard,Barnhart,Undirected,8
Hedrick,Corley,Undirected,24
Barlow,Dahl,Undirected,14
Dunbar,Carmichael,Undirected,63
Sands,Rosenberg,Undirected,75
Joyce,Adair,Undirected,96
Espinosa,Carlton,Undirected,26
Dodd,Madrigal,Undirected,62
Coffman,Donaldson,Undirected,48
Pritchett,Kimball,Undirected,60
Horner,Gallardo,Undirected,10
Andersen,Gomes,Undirected,13
Finch,Mcclendon,Undirected,30
Gunn,Herbert,Undirected,22
Thorne,Bateman,Undirected,25
Bolton,Bragg,Undirected,8
Sharpe,Stroud,Undirected,44
Laird,Gaston,Undirected,7
Epps,Uribe,Undirected,93
Stubbs,Bolton,Undirected,9
Marcus,Alfaro,Undirected,13
Horner,Levin,Undirected,16
Blanton,Cheng,Undirected,11
Vernon,Chu,Undirected,10
Levine,Schafer,Undirected,25
Schaffer,Sheehan,Undirected,54
Muniz,Duong,Undirected,5
Palacios,Bunch,Undirected,5
Schulz,Ybarra,Undirected,74
Hargrove,Beltran,Undirected,249
Pritchard,Bateman,Undirected,9
Burt,Tackett,Undirected,13
Kaiser,Cortez,Undirected,9
Kimball,Reece,Undirected,8
Dempsey,Hutchison,Undirected,13
Bauer,Lovell,Undirected,18
Britton,John,Undirected,6
Holman,Talley,Undirected,19
Hinojosa,Dick,Undirected,6
Deal,Holman,Undirected,9
Hoff,Flaherty,Undirected,13
Flanagan,Bustamante,Undirected,8
Gallo,Hutchins,Undirected,8
Gamble,Prater,Undirected,43
Muniz,Bateman,Undirected,42
Paz,Bowles,Undirected,40
Neff,Arredondo,Undirected,16
Stover,Holliday,Undirected,12
Dill,Alston,Undirected,37
Skaggs,Vu,Undirected,52
Varela,Locke,Undirected,46
Stubbs,Bergman,Undirected,27
Bateman,Tackett,Undirected,11
Denny,Hanley,Undirected,7
Hutton,Hatcher,Undirected,58
Maurer,Gore,Undirected,7
Timmons,Amaya,Undirected,5
Good,Hinson,Undirected,34
Dickson,Cope,Undirected,32
Sands,Oleary,Undirected,50
Bauer,Hatch,Undirected,57
Eubanks,Eddy,Undirected,15
Gold,Smallwood,Undirected,53
Hatfield,Springer,Undirected,36
Gamble,Uribe,Undirected,25
Cheng,Cano,Undirected,6
Woodruff,Herbert,Undirected,20
Esquivel,Farris,Undirected,27
Branch,Gomes,Undirected,67
Galindo,Devine,Undirected,11
Flanagan,Cooke,Undirected,19
Whaley,Stratton,Undirected,28
Ewing,Sweet,Undirected,17
Burkett,Quiroz,Undirected,39
Carlisle,Portillo,Undirected,31
Lott,Coyle,Undirected,44
Mcmanus,Dobbs,Undirected,56
Meredith,Beltran,Undirected,58
Silver,Branch,Undirected,36
Langston,Staley,Undirected,8
North,Holbrook,Undirected,12
Schumacher,Greenwood,Undirected,7
Correa,Draper,Undirected,32
Schaffer,Link,Undirected,75
Fontenot,Prater,Undirected,35
Langston,Devine,Undirected,57
Peoples,Kowalski,Undirected,7
Hilliard,Trent,Undirected,6
Bright,Stover,Undirected,7
Benoit,Robbins,Undirected,187
Leal,Downing,Undirected,7
Merrill,Gold,Undirected,5
Rosenberg,Nicholas,Undirected,38
Sheffield,Crenshaw,Undirected,14
Cordova,Barrios,Undirected,11
Fraser,Brandon,Undirected,23
Cote,Jamison,Undirected,15
Villegas,Franks,Undirected,6
Engel,Layton,Undirected,14
Ackerman,Proctor,Undirected,7
Ritchie,Grace,Undirected,114
Holbrook,Sinclair,Undirected,18
Hatch,Clemons,Undirected,40
Pereira,Hyatt,Undirected,6
Posey,Meeks,Undirected,16
Shapiro,Whitfield,Undirected,11
Carney,Posey,Undirected,64
Aldridge,Cherry,Undirected,8
Hendrix,Whitley,Undirected,26
Staley,Yanez,Undirected,16
Person,Medeiros,Undirected,12
Kiser,Renteria,Undirected,92
Hanley,North,Undirected,31
Louis,Slater,Undirected,13
Belcher,Lowry,Undirected,85
Gary,Garland,Undirected,19
Louis,Timmons,Undirected,12
Mcgraw,Cortes,Undirected,44
Villegas,Workman,Undirected,17
Nowak,Abel,Undirected,20
Childers,Nix,Undirected,48
Hurd,Kowalski,Undirected,20
Staley,Crouch,Undirected,20
Beaver,Rosas,Undirected,5
Ahmed,Hutchison,Undirected,33
Webber,Sands,Undirected,8
Nowak,Kaufman,Undirected,5
Munson,Grimm,Undirected,12
Stiles,Bacon,Undirected,87
Rosen,Person,Undirected,24
Yanez,Hagen,Undirected,43
Caballero,Hendrickson,Undirected,88
Hay,Harden,Undirected,7
Toth,Clifton,Undirected,14
Kiser,Kilgore,Undirected,59
Raines,Devine,Undirected,10
Prater,Daley,Undirected,73
Laird,Voss,Undirected,250
Fonseca,Mcallister,Undirected,24
Bland,Steiner,Undirected,18
Bonner,Lugo,Undirected,8
Painter,Shapiro,Undirected,22
Cummins,Galindo,Undirected,126
Paulson,Frey,Undirected,49
Boggs,Page,Undirected,116
Han,Battle,Undirected,41
Crowley,Montalvo,Undirected,38
Gamble,Grace,Undirected,6
Hollis,Alonso,Undirected,31
Rodrigues,Zapata,Undirected,14
Forrest,Haney,Undirected,55
Childers,Dill,Undirected,29
Stapleton,Crouch,Undirected,69
Mercer,Hewitt,Undirected,14
Vu,Vogt,Undirected,19
Mooney,Pack,Undirected,7
Correa,Jacobsen,Undirected,37
Cotton,Ma,Undirected,13
Grace,Westbrook,Undirected,10
Bowling,Michel,Undirected,15
Deal,Burrell,Undirected,33
Urban,Engel,Undirected,13
Dempsey,Connors,Undirected,35
Rosenberg,Gifford,Undirected,116
Camp,Hargrove,Undirected,44
Herndon,Langston,Undirected,28
Whitley,Corley,Undirected,23
Kinney,Kurtz,Undirected,92
Gomes,Downing,Undirected,86
Burt,Gunter,Undirected,29
Hendrix,Webber,Undirected,59
Mcgowan,Goodrich,Undirected,7
Andersen,Uribe,Undirected,43
Gunter,Foreman,Undirected,14
Silver,Stacy,Undirected,101
Proctor,Swartz,Undirected,9
Mooney,Whitfield,Undirected,16
Alfaro,Rosenberg,Undirected,65
Beatty,Neff,Undirected,47
Mcqueen,Eddy,Undirected,18
Kang,Deal,Undirected,15
Mccray,Deal,Undirected,33
Crouch,Yanez,Undirected,11
Nix,Hurt,Undirected,35
Gore,Rudolph,Undirected,39
Battle,Judd,Undirected,6
Sumner,Bauer,Undirected,23
Alfaro,Paz,Undirected,24
Villegas,Darby,Undirected,39
Weir,Koenig,Undirected,5
Tomlinson,Hoskins,Undirected,43
Burt,Voss,Undirected,68
Lucero,Winkler,Undirected,114
Coulter,Baez,Undirected,6
Tovar,Mansfield,Undirected,11
Ritchie,Holbrook,Undirected,57
Crabtree,Gallo,Undirected,25
Hurtado,Riggs,Undirected,17
Uribe,Dewitt,Undirected,10
Blue,Coates,Undirected,40
Guthrie,Schulz,Undirected,42
Hagen,Gallo,Undirected,25
Kimball,Shirley,Undirected,16
Wilhelm,Camp,Undirected,14
Grace,Foreman,Undirected,11
Friend,Herbert,Undirected,27
Putnam,Driscoll,Undirected,6
Mcpherson,Meredith,Undirected,42
Coulter,Lujan,Undirected,46
Newell,Neff,Undirected,6
Biggs,Hutchins,Undirected,7
Barnhart,Hopper,Undirected,5
Post,Washburn,Undirected,37
Thorpe,Cuevas,Undirected,7
Schulz,Crenshaw,Undirected,59
Holman,Oleary,Undirected,16
Silver,Camp,Undirected,26
